,name,discord,released,release-date,romhack,gametypes,platforms,regions,genres,engines,developers,publishers,created,links
51,10 Gnomes 12: the Tank,https://discord.gg/xxe8cNG,2008,2008-12-01,False,[],[],[],[],[],[],[],2017-11-29T15:28:30Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/76rxx3v6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=76rxx3v6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/76rxx3v6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/76rxx3v6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/76rxx3v6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/76rxx3v6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/76rxx3v6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/76rxx3v6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/76rxx3v6/category/9kvm76ok'}]"
52,10 Gnomes 1: the Rooftops,https://discord.gg/xxe8cNG,2008,2008-01-01,False,[],[],[],[],[],[],[],2017-11-29T15:24:40Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/k6q44wmd'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=k6q44wmd'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/k6q44wmd/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/k6q44wmd/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/k6q44wmd/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/k6q44wmd/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/k6q44wmd/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/k6q44wmd/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/k6q44wmd/category/xk9g8v4d'}]"
53,10 Gnomes 2: Walk in the Park,https://discord.gg/xxe8cNG,2008,2008-02-01,False,[],[],[],[],[],[],[],2017-11-29T15:25:07Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1nee8e1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1nee8e1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1nee8e1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1nee8e1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1nee8e1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1nee8e1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1nee8e1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1nee8e1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1nee8e1/category/z276l10d'}]"
54,10 Gnomes 3: Early Spring Garden,https://discord.gg/xxe8cNG,2008,2008-03-01,False,[],[],[],[],[],[],[],2017-11-29T15:25:31Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/lde33jj6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=lde33jj6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/lde33jj6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/lde33jj6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/lde33jj6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/lde33jj6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/lde33jj6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/lde33jj6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/lde33jj6/category/zdn4x8ek'}]"
55,10 Gnomes 4: Foggy Flat,https://discord.gg/xxe8cNG,2008,2008-04-01,False,[],[],[],[],[],[],[],2017-11-29T15:25:50Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268eew96'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268eew96'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268eew96/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268eew96/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268eew96/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268eew96/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268eew96/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268eew96/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/268eew96/category/q25q3my2'}]"
56,10 Gnomes 5: the Shipyard,https://discord.gg/xxe8cNG,2008,2008-05-01,False,[],[],[],[],[],[],[],2017-11-29T15:26:07Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9doww8k1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9doww8k1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9doww8k1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9doww8k1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9doww8k1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9doww8k1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9doww8k1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9doww8k1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9doww8k1/category/jdrxeogd'}]"
57,10 Gnomes 6: the Hall,https://discord.gg/xxe8cNG,2008,2008-06-01,False,[],[],[],[],[],[],[],2017-11-29T15:26:25Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxxn36'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1mxxn36'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxxn36/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxxn36/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxxn36/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxxn36/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxxn36/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxxn36/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/m1mxxn36/category/jdz8763d'}]"
58,10 Gnomes 7: the Solitude,https://discord.gg/xxe8cNG,2008,2008-07-01,False,[],[],[],[],[],[],[],2017-11-29T15:26:43Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/yd4ookg1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=yd4ookg1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/yd4ookg1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/yd4ookg1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/yd4ookg1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/yd4ookg1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/yd4ookg1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/yd4ookg1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/yd4ookg1/category/02qopmjk'}]"
59,10 Gnomes 8: Water Forge,https://discord.gg/xxe8cNG,2008,2008-08-01,False,[],[],[],[],[],[],[],2017-11-29T15:27:06Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3dx22k51'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3dx22k51'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3dx22k51/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3dx22k51/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3dx22k51/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3dx22k51/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3dx22k51/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3dx22k51/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3dx22k51/category/82461jmd'}]"
60,10 Gnomes 9: Chemistry,https://discord.gg/xxe8cNG,2008,2008-09-01,False,[],[],[],[],[],[],[],2017-11-29T15:27:37Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/v1pooxz6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=v1pooxz6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/v1pooxz6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/v1pooxz6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/v1pooxz6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/v1pooxz6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/v1pooxz6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/v1pooxz6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/v1pooxz6/category/9d86xe62'}]"
61,10 Gnomes in Bologna,,2010,2010-04-01,False,[],[],[],[],[],[],[],2017-11-29T15:29:04Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1lllqj1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1lllqj1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1lllqj1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1lllqj1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1lllqj1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1lllqj1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1lllqj1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1lllqj1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1lllqj1/category/rklqv3r2'}]"
62,10 Gnomes in Dubrovnik,https://discord.gg/xxe8cNG,2013,2013-07-01,False,[],[],[],[],[],[],[],2017-11-29T15:30:20Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pdvzz2k6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pdvzz2k6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pdvzz2k6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pdvzz2k6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pdvzz2k6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pdvzz2k6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pdvzz2k6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pdvzz2k6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pdvzz2k6/category/vdoomxyd'}]"
63,10 Gnomes in Liege,https://discord.gg/xxe8cNG,2011,2011-05-01,False,[],[],[],[],[],[],[],2017-11-29T15:29:31Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wwq31'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pd0wwq31'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wwq31/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wwq31/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wwq31/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wwq31/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wwq31/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wwq31/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pd0wwq31/category/ndxm7552'}]"
64,10 Gnomes in Malmo,https://discord.gg/xxe8cNG,2020,2020-04-03,False,[],[],[],[],[],[],[],2020-04-03T19:35:35Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9d3r9p0d'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9d3r9p0d'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9d3r9p0d/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9d3r9p0d/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9d3r9p0d/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9d3r9p0d/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9d3r9p0d/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9d3r9p0d/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9d3r9p0d/category/xd1gy18d'}]"
65,10 Gnomes in Montaigut-le-Blanc,https://discord.gg/xxe8cNG,2015,2015-07-01,False,[],[],[],[],[],[],[],2017-11-29T15:30:53Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/nd2ee8qd'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=nd2ee8qd'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/nd2ee8qd/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/nd2ee8qd/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/nd2ee8qd/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/nd2ee8qd/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/nd2ee8qd/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/nd2ee8qd/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/nd2ee8qd/category/7dgr407k'}]"
66,10 Gnomes in New York,,2021,2021-09-11,False,[],[],[],[],[],[],[],2022-07-07T16:25:30Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/36983w8d'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=36983w8d'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/36983w8d/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/36983w8d/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/36983w8d/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/36983w8d/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/36983w8d/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/36983w8d/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/36983w8d/category/5dwqv8nd'}]"
67,10 Gnomes in Oristano,https://discord.gg/xxe8cNG,2019,2019-05-14,False,[],[],[],[],[],[],[],2019-05-22T20:26:09Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1ne2ml1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1ne2ml1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1ne2ml1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1ne2ml1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1ne2ml1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1ne2ml1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1ne2ml1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1ne2ml1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1ne2ml1/category/jdz7rxvk'}]"
68,10 Gnomes in Paris,https://discord.gg/xxe8cNG,2018,2018-06-20,False,[],[],[],[],[],[],[],2019-05-22T20:25:37Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/k6q4krxd'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=k6q4krxd'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/k6q4krxd/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/k6q4krxd/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/k6q4krxd/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/k6q4krxd/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/k6q4krxd/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/k6q4krxd/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/k6q4krxd/category/jdrewyxk'}]"
69,10 Gnomes in Porto Petro,https://discord.gg/xxe8cNG,2012,2012-06-01,False,[],[],[],[],[],[],[],2017-11-29T15:29:57Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/369pp831'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=369pp831'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/369pp831/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/369pp831/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/369pp831/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/369pp831/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/369pp831/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/369pp831/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/369pp831/category/wdmwlv52'}]"
70,10 Gnomes in Pothia,https://discord.gg/xxe8cNG,2016,2016-09-01,False,[],[],[],[],[],[],[],2017-11-29T15:31:12Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/4d799nr1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=4d799nr1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/4d799nr1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/4d799nr1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/4d799nr1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/4d799nr1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/4d799nr1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/4d799nr1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/4d799nr1/category/mkezql8k'}]"
71,10 Gnomes in Trstenik,https://discord.gg/xxe8cNG,2017,2017-07-01,False,[],[],[],[],[],[],[],2017-11-29T15:31:29Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rr80d'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9d3rr80d'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rr80d/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rr80d/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rr80d/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rr80d/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rr80d/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rr80d/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9d3rr80d/category/5dw576ed'}]"
72,10 Gnomes in Venice,https://discord.gg/xxe8cNG,2014,2014-08-01,False,[],[],[],[],[],[],[],2017-11-29T15:30:36Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjjk06'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1zjjk06'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjjk06/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjjk06/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjjk06/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjjk06/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/m72kkx17'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjjk06/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjjk06/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/m1zjjk06/category/wkpom0g2'}]"
73,10 Minutes 1 Hour 2 Hours,,2021,2021-05-06,True,['go1lem4p'],[],[],[],[],[],[],2022-04-23T15:21:42Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/4d7n55r6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=4d7n55r6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/4d7n55r6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/4d7n55r6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/4d7n55r6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/4d7n55r6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/4d7n55r6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/4d7n55r6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/4d7n55r6/category/9d857w7d'}]"
74,10 Second Ninja,,2014,2014-03-05,False,[],[],[],[],[],[],[],2015-06-14T15:54:52Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1zm2m60'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1zm2m60'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1zm2m60/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1zm2m60/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1zm2m60/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1zm2m60/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/r4gd1141'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1zm2m60/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1zm2m60/derived-games'}]"
